user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;mod
587;26-35;female;Santa Barbara;Buddhist;Married;Sales and office;Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.261780;2
586;66-75;male;Boston;Buddhist;Married;Student;Center;Bisexual;LOW;music artist;music artist;entertainment;NO;0.303665;2
585;56-65;male;Cambridge;No religious affiliation;Single;Student;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.157068;2
584;26-35;male;Winthrop;Muslim;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.230366;5
583;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.240838;2
582;56-65;female;Boston;Buddhist;Married;Professional;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.303665;1
581;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.204188;4
580;66-75;female;San Jose;Jewish;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.251309;4
579;18-25;female;Cambridge;Buddhist;Single;Manager;Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.345550;2
578;26-35;female;Santa Barbara;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.413613;2
577;66-75;female;Boston;Buddhist;Divorced;Student;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.230366;2
576;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.293194;2
575;26-35;male;Cambridge;Buddhist;Married;Service;Center;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.246073;2
574;66-75;male;Cambridge;Buddhist;Divorced;Manager;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.261780;2
573;76-85;female;Cambridge;Buddhist;Married;Manager;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.246073;2
572;66-75;female;Santa Barbara;Buddhist;Single;Natural resources construction and maintenance;Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.335079;2
571;76-85;female;Winthrop;Muslim;Single;Manager;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.335079;2
570;66-75;female;Cambridge;Christian;Widowed;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.424084;2
569;18-25;female;Palo Alto;Buddhist;Married;Manager;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.204188;2
568;18-25;male;Santa Barbara;Christian;Single;Student;Center Left;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.366492;1
567;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.324607;2
566;18-25;male;San Jose;Christian;Married;Student;Left;Homosexual;MEDIUM;music artist;music artist;entertainment;YES;0.471204;1
565;66-75;female;Cambridge;Buddhist;Divorced;Manager;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.314136;2
564;26-35;male;Cambridge;Hindu;Divorced;Service;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.439791;2
563;18-25;female;Palo Alto;Hindu;Divorced;Manager;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.408377;2
562;26-35;female;Cambridge;Muslim;Divorced;Manager;Far Left;Homosexual;LOW;music artist;music artist;entertainment;YES;0.727749;2
561;18-25;male;Cambridge;Christian;Single;Student;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.141361;3
560;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.136126;3
559;56-65;female;Santa Barbara;Hindu;Married;Sales and office;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.240838;3
558;36-45;male;Boston;Muslim;Married;Sales and office;Left;Heterosexual;MEDIUM;music artist;drink brand;entertainment;YES;0.178010;0
557;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.256545;0
556;46-55;male;Santa Barbara;Hindu;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.235602;3
555;36-45;male;Boston;Hindu;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.376963;0
554;46-55;male;Winthrop;Hindu;Divorced;Production transportation and material moving;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.214660;3
553;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;HIGH;tv show;drink brand;soccer club;NO;0.209424;3
552;66-75;male;Cambridge;Buddhist;Single;Natural resources construction and maintenance;Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.256545;3
551;26-35;male;San Jose;Hindu;Widowed;Student;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.319372;3
550;18-25;female;Cambridge;Buddhist;Married;Professional;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.240838;2
549;46-55;male;Palo Alto;Sikh;Married;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.371728;3
548;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.308901;2
547;56-65;male;Palo Alto;Hindu;Divorced;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.413613;3
546;76-85;male;Palo Alto;Hindu;Single;Natural resources construction and maintenance;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.157068;3
545;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.230366;3
544;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.204188;3
543;56-65;male;San Jose;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.293194;3
542;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.219895;2
541;46-55;male;Boston;Buddhist;Married;Manager;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.361257;0
540;26-35;female;Palo Alto;Buddhist;Widowed;Manager;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.298429;2
539;26-35;male;Cambridge;Sikh;Widowed;Production transportation and material moving;Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.497382;2
538;66-75;female;Santa Barbara;Hindu;Married;Sales and office;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.251309;3
537;56-65;male;Cambridge;Hindu;Single;Natural resources construction and maintenance;Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.298429;3
536;56-65;male;Santa Barbara;Hindu;Single;Professional;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.403141;3
535;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Center Right;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.502618;3
534;26-35;male;Santa Barbara;Buddhist;Widowed;Sales and office;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.382199;2
533;66-75;female;Santa Barbara;Sikh;Married;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.492147;3
532;46-55;male;Winthrop;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.481675;2
531;56-65;male;Santa Barbara;Hindu;Divorced;Natural resources construction and maintenance;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.675393;3
530;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.214660;8
529;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.204188;2
528;56-65;male;Santa Barbara;Muslim;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.319372;3
527;66-75;female;San Jose;Christian;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.198953;4
526;66-75;female;Boston;Jewish;Single;Sales and office;Center Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.293194;4
525;36-45;female;San Jose;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.298429;2
524;36-45;male;Boston;Muslim;Married;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;music artist;YES;0.418848;0
523;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.204188;2
522;26-35;female;Santa Barbara;Hindu;Divorced;Student;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.282723;3
521;26-35;male;Boston;Christian;Married;Manager;Center Left;Bisexual;LOW;music artist;music artist;entertainment;NO;0.319372;2
520;56-65;female;Santa Barbara;Hindu;Widowed;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.492147;3
519;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.287958;2
518;18-25;male;Palo Alto;Muslim;Divorced;Production transportation and material moving;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.350785;4
517;18-25;female;Cambridge;Sikh;Divorced;Student;Left;Asexual;LOW;entertainment;entertainment;music artist;YES;0.424084;2
516;26-35;male;Boston;Buddhist;Single;Service;Center;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.539267;2
515;56-65;female;San Jose;Christian;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.256545;4
514;66-75;female;Santa Barbara;Christian;Single;Production transportation and material moving;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.356021;4
513;46-55;male;Cambridge;Buddhist;Married;Manager;Right;Asexual;LOW;music artist;music artist;entertainment;NO;0.366492;2
512;18-25;female;Cambridge;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.434555;3
511;66-75;female;Santa Barbara;Muslim;Widowed;Production transportation and material moving;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.397906;4
510;26-35;female;Cambridge;Muslim;Divorced;Manager;Far Left;Asexual;LOW;music artist;music artist;entertainment;YES;0.434555;2
509;46-55;female;Cambridge;Christian;Single;Manager;Center Left;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.460733;2
508;26-35;female;Cambridge;Hindu;Divorced;Manager;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.607330;2
507;36-45;female;Boston;Buddhist;Divorced;Manager;Center Left;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.298429;2
506;46-55;male;Winthrop;Buddhist;Widowed;Production transportation and material moving;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.424084;3
505;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.502618;2
504;26-35;female;Winthrop;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.544503;2
503;26-35;female;San Jose;Hindu;Married;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.497382;2
502;26-35;female;Winthrop;Hindu;Divorced;Manager;Far Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.654450;2
501;26-35;female;Cambridge;Buddhist;Widowed;Service;Left;Asexual;LOW;entertainment;entertainment;music artist;YES;0.685864;2
500;26-35;female;Santa Barbara;Sikh;Married;Manager;Left;Asexual;LOW;music artist;music artist;entertainment;YES;0.774869;2
499;18-25;female;Winthrop;Muslim;Single;Sales and office;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.052356;5
498;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.041885;3
497;46-55;male;San Jose;Buddhist;Single;Student;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.078534;3
496;56-65;male;Palo Alto;Hindu;Widowed;Student;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.120419;3
495;36-45;male;Palo Alto;Muslim;Single;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.068063;0
494;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.099476;5
493;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.094241;0
492;26-35;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141361;0
491;26-35;male;Winthrop;Muslim;Single;Sales and office;Center;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.078534;0
490;26-35;male;Cambridge;Muslim;Divorced;Professional;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.062827;1
489;18-25;female;Winthrop;Other Religions;Divorced;Professional;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.078534;5
488;36-45;male;Boston;Hindu;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.178010;0
487;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.073298;5
486;56-65;female;Palo Alto;Christian;Widowed;Service;Center;Bisexual;MEDIUM;entertainment;entertainment;music artist;NO;0.178010;0
485;36-45;male;Boston;Christian;Divorced;Manager;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.157068;1
484;36-45;male;Winthrop;No religious affiliation;Single;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.230366;0
483;18-25;male;Boston;Muslim;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.099476;0
482;36-45;male;Palo Alto;Muslim;Widowed;Sales and office;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.125654;0
481;18-25;male;Palo Alto;Christian;Single;Student;Center Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.120419;1
480;66-75;male;Boston;Muslim;Single;Sales and office;Center;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.183246;0
479;36-45;female;San Jose;Hindu;Divorced;Production transportation and material moving;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.104712;4
478;36-45;male;Boston;Hindu;Divorced;Service;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.172775;0
477;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.146597;0
476;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.219895;0
475;18-25;male;Santa Barbara;Other Religions;Single;Manager;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.068063;0
474;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.167539;0
473;18-25;male;San Jose;Muslim;Divorced;Sales and office;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.115183;0
472;18-25;male;Santa Barbara;Christian;Single;Manager;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.214660;1
471;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.115183;5
470;26-35;male;Boston;No religious affiliation;Single;Sales and office;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141361;0
469;36-45;male;Boston;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.157068;0
468;26-35;male;Cambridge;Other Religions;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.376963;0
467;26-35;male;Boston;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.099476;5
466;18-25;male;Palo Alto;Christian;Single;Professional;Center Right;Heterosexual;HIGH;drink brand;drink brand;entertainment;NO;0.104712;1
465;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.120419;9
464;26-35;female;Winthrop;Other Religions;Married;Service;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.167539;0
463;56-65;female;Santa Barbara;Hindu;Divorced;Natural resources construction and maintenance;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.157068;9
462;56-65;female;Winthrop;Muslim;Divorced;Manager;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.178010;4
461;66-75;female;Winthrop;Muslim;Married;Sales and office;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.256545;5
460;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.104712;1
459;66-75;female;Cambridge;Christian;Single;Manager;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.162304;5
458;26-35;female;Cambridge;Christian;Divorced;Student;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.188482;1
457;18-25;male;Palo Alto;Jewish;Single;Professional;Right;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.193717;1
456;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.193717;5
455;18-25;male;San Jose;Jewish;Widowed;Student;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.293194;1
454;18-25;male;Winthrop;Christian;Divorced;Production transportation and material moving;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.230366;1
453;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.329843;1
452;36-45;female;Santa Barbara;Muslim;Single;Professional;Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.089005;4
451;26-35;male;San Jose;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.109948;1
450;18-25;female;San Jose;Christian;Widowed;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.109948;1
449;18-25;male;Palo Alto;Christian;Widowed;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.225131;1
448;26-35;female;Santa Barbara;Christian;Married;Student;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.225131;8
447;26-35;female;Winthrop;Jewish;Widowed;Sales and office;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.198953;4
446;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.230366;4
445;18-25;male;Cambridge;Jewish;Single;Production transportation and material moving;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.371728;1
444;18-25;female;Palo Alto;Jewish;Married;Professional;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.130890;1
443;18-25;female;Palo Alto;Christian;Married;Professional;Center Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.277487;1
442;18-25;female;Palo Alto;Hindu;Single;Manager;Center;Asexual;LOW;drink brand;drink brand;entertainment;NO;0.172775;1
441;18-25;male;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.303665;1
440;18-25;male;San Jose;Christian;Single;Manager;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.235602;1
439;46-55;female;San Jose;Jewish;Married;Student;Center Left;Homosexual;LOW;music artist;music artist;entertainment;NO;0.287958;1
438;46-55;female;Palo Alto;Christian;Single;Production transportation and material moving;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.256545;1
437;18-25;female;Palo Alto;Buddhist;Widowed;Sales and office;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.528796;1
436;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;HIGH;drink brand;drink brand;entertainment;NO;0.052356;1
435;36-45;female;Cambridge;Muslim;Married;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.078534;3
434;18-25;male;Winthrop;Muslim;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.141361;5
433;18-25;female;Winthrop;Christian;Married;Professional;Center Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.109948;5
432;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.157068;0
431;18-25;female;Palo Alto;Christian;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.183246;0
430;76-85;male;Cambridge;Other Religions;Married;Manager;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.246073;5
429;56-65;female;Palo Alto;Buddhist;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.073298;3
428;18-25;female;Cambridge;Jewish;Divorced;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.204188;6
427;66-75;female;Santa Barbara;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.151832;4
426;26-35;male;Boston;Other Religions;Married;Production transportation and material moving;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.230366;1
425;36-45;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.188482;0
424;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.246073;3
423;36-45;male;Boston;Muslim;Married;Manager;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.261780;0
422;36-45;male;Boston;Other Religions;Single;Sales and office;Center Right;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.293194;0
421;26-35;male;Boston;No religious affiliation;Married;Sales and office;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.120419;0
420;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.130890;1
419;76-85;male;Palo Alto;Buddhist;Married;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;0
418;18-25;female;Palo Alto;Christian;Single;Professional;Center Left;Heterosexual;HIGH;entertainment;entertainment;music artist;NO;0.209424;5
417;76-85;male;San Jose;No religious affiliation;Married;Student;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.130890;0
416;36-45;female;Cambridge;Hindu;Married;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.246073;0
415;36-45;female;Boston;Christian;Married;Professional;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.230366;0
414;36-45;male;Cambridge;Christian;Married;Sales and office;Left;Homosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.366492;0
413;36-45;male;Boston;Muslim;Married;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.146597;0
412;18-25;female;Palo Alto;Christian;Married;Student;Center Left;Asexual;LOW;music artist;music artist;entertainment;NO;0.225131;1
411;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.267016;0
410;36-45;male;Boston;No religious affiliation;Single;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.319372;0
409;36-45;female;San Jose;Buddhist;Married;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.204188;0
408;18-25;female;Winthrop;Muslim;Married;Student;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.335079;0
407;56-65;male;Winthrop;No religious affiliation;Married;Sales and office;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.319372;0
406;36-45;male;Cambridge;Christian;Married;Sales and office;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.554974;0
405;56-65;male;Winthrop;Muslim;Married;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.188482;5
404;36-45;female;Boston;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.146597;0
403;18-25;male;Palo Alto;Christian;Married;Professional;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.188482;1
402;66-75;female;Santa Barbara;Christian;Married;Natural resources construction and maintenance;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.146597;4
401;26-35;female;San Jose;Christian;Widowed;Service;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.214660;5
400;66-75;male;Santa Barbara;Christian;Widowed;Natural resources construction and maintenance;Center;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.256545;4
399;18-25;male;Cambridge;Hindu;Married;Student;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.345550;5
398;18-25;male;Cambridge;Hindu;Married;Student;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.130890;1
397;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.214660;5
396;26-35;male;Santa Barbara;Jewish;Widowed;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.225131;1
395;26-35;male;Boston;Jewish;Married;Student;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.340314;1
394;56-65;female;Santa Barbara;Jewish;Single;Student;Far Left;Asexual;LOW;music artist;music artist;entertainment;YES;0.188482;4
393;46-55;male;San Jose;Muslim;Married;Service;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.324607;5
392;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.308901;1
391;18-25;male;San Jose;Christian;Single;Student;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.429319;1
390;76-85;female;Santa Barbara;Jewish;Married;Production transportation and material moving;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.157068;4
389;18-25;female;San Jose;No religious affiliation;Single;Natural resources construction and maintenance;Center;Asexual;LOW;drink brand;drink brand;entertainment;NO;0.219895;1
388;26-35;male;Palo Alto;No religious affiliation;Married;Service;Center Left;Asexual;LOW;tv show;drink brand;soccer club;NO;0.272251;1
387;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.335079;1
386;36-45;male;Boston;Hindu;Married;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.251309;0
385;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.350785;5
384;26-35;male;Cambridge;Buddhist;Single;Student;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.392670;1
383;36-45;male;Palo Alto;Christian;Single;Sales and office;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.439791;1
382;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.130890;4
